¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2330"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1653,7007¥üÂ×¦Ë¥_,569.00,5120,2000,,1654,7007¥üÂ×¦Ë¥_,570.00,12723,0 
1655,7007¥üÂ×¦Ë¥_,571.00,8606,20,,1656,7007¥üÂ×¦Ë¥_,572.00,2660,0 
1657,7007¥üÂ×¦Ë¥_,573.00,20,0,,1658,7008¥üÂ×¤T­«,566.00,3000,0 
1659,7008¥üÂ×¤T­«,569.00,80,5000,,1660,7008¥üÂ×¤T­«,570.00,8734,5 
1661,7008¥üÂ×¤T­«,571.00,9450,0,,1662,7008¥üÂ×¤T­«,572.00,1226,0 
1663,7009¥üÂ×´º¬ü,566.00,5000,0,,1664,7009¥üÂ×´º¬ü,569.00,2050,1000 
1665,7009¥üÂ×´º¬ü,570.00,16895,2000,,1666,7009¥üÂ×´º¬ü,571.00,9517,0 
1667,7009¥üÂ×´º¬ü,572.00,1302,200,,1668,7009¥üÂ×´º¬ü,573.00,4101,0 
1669,700a¥üÂ×©¾§µ,566.00,26000,0,,1670,700a¥üÂ×©¾§µ,569.00,11050,5000 
1671,700a¥üÂ×©¾§µ,570.00,15751,20000,,1672,700a¥üÂ×©¾§µ,571.00,53747,1000 
1673,700a¥üÂ×©¾§µ,572.00,544,200,,1674,700a¥üÂ×©¾§µ,573.00,100,0 
1675,700b¥üÂ×¤¤Ãc,566.00,2000,0,,1676,700b¥üÂ×¤¤Ãc,569.00,1039,0 
1677,700b¥üÂ×¤¤Ãc,570.00,2176,0,,1678,700b¥üÂ×¤¤Ãc,571.00,3516,0 
1679,700b¥üÂ×¤¤Ãc,572.00,123,0,,1680,700B¥üÂ×ªO¾ô,566.00,15000,0 
1681,700B¥üÂ×ªO¾ô,569.00,2325,1000,,1682,700B¥üÂ×ªO¾ô,570.00,5097,25 
1683,700B¥üÂ×ªO¾ô,571.00,18580,1110,,1684,700B¥üÂ×ªO¾ô,572.00,285,2000 
1685,700B¥üÂ×ªO¾ô,573.00,300,0,,1686,700c¥üÂ×¥Á¥Í,566.00,2000,1000 
1687,700c¥üÂ×¥Á¥Í,569.00,4120,0,,1688,700c¥üÂ×¥Á¥Í,570.00,5619,1050 
1689,700c¥üÂ×¥Á¥Í,571.00,15020,0,,1690,700c¥üÂ×¥Á¥Í,572.00,1562,0 
1691,700c¥üÂ×¥Á¥Í,573.00,10,0,,1692,700C¥üÂ×¨ÓºÖ,566.00,4000,0 
1693,700C¥üÂ×¨ÓºÖ,569.00,5000,0,,1694,700C¥üÂ×¨ÓºÖ,570.00,6710,0 
1695,700C¥üÂ×¨ÓºÖ,571.00,4510,0,,1696,700C¥üÂ×¨ÓºÖ,572.00,395,0 
1697,700d¥üÂ×¹ü¤Æ,566.00,9000,0,,1698,700d¥üÂ×¹ü¤Æ,569.00,1050,0 
1699,700d¥üÂ×¹ü¤Æ,570.00,5221,1000,,1700,700d¥üÂ×¹ü¤Æ,571.00,2440,0 
1701,700d¥üÂ×¹ü¤Æ,572.00,424,0,,1702,700d¥üÂ×¹ü¤Æ,573.00,10,0 
1703,700D¥üÂ×¦èÁ³,569.00,1000,0,,1704,700D¥üÂ×¦èÁ³,570.00,1290,0 
1705,700D¥üÂ×¦èÁ³,571.00,2575,0,,1706,700D¥üÂ×¦èÁ³,572.00,160,0 
1707,700E¥üÂ×¤æ«n,566.00,1000,0,,1708,700E¥üÂ×¤æ«n,569.00,3000,0 
1709,700E¥üÂ×¤æ«n,570.00,5328,1000,,1710,700E¥üÂ×¤æ«n,571.00,1467,120 
1711,700E¥üÂ×¤æ«n,572.00,1113,8,,1712,700f¥üÂ×³À´ä,566.00,2000,0 
1713,700f¥üÂ×³À´ä,569.00,2002,0,,1714,700f¥üÂ×³À´ä,570.00,12974,11100 
1715,700f¥üÂ×³À´ä,571.00,11483,0,,1716,700f¥üÂ×³À´ä,572.00,325,100 
1717,700f¥üÂ×³À´ä,573.00,90,0,,1718,700F¥üÂ×ªê§À,566.00,2000,0 
1719,700F¥üÂ×ªê§À,569.00,60,0,,1720,700F¥üÂ×ªê§À,570.00,1170,0 
1721,700F¥üÂ×ªê§À,571.00,35,0,,1722,700g¥üÂ×«nªù,566.00,1000,0 
1723,700g¥üÂ×«nªù,569.00,2000,0,,1724,700g¥üÂ×«nªù,570.00,5540,0 
1725,700g¥üÂ×«nªù,571.00,1680,0,,1726,700g¥üÂ×«nªù,573.00,70,0 
1727,700G¥üÂ×³Â¨§,566.00,2000,0,,1728,700G¥üÂ×³Â¨§,569.00,10,1000 
1729,700G¥üÂ×³Â¨§,570.00,6885,0,,1730,700G¥üÂ×³Â¨§,571.00,1655,1057 
1731,700G¥üÂ×³Â¨§,572.00,1280,3,,1732,700h¥üÂ×¤T¥Á,566.00,2000,1000 
1733,700h¥üÂ×¤T¥Á,569.00,5125,0,,1734,700h¥üÂ×¤T¥Á,570.00,9011,600 
1735,700h¥üÂ×¤T¥Á,571.00,5046,5,,1736,700h¥üÂ×¤T¥Á,572.00,958,0 
1737,700h¥üÂ×¤T¥Á,573.00,10,0,,1738,700H¥üÂ×ªFªù,569.00,2210,0 
1739,700H¥üÂ×ªFªù,570.00,6935,0,,1740,700H¥üÂ×ªFªù,571.00,2275,0 
1741,700H¥üÂ×ªFªù,572.00,196,200,,1742,700H¥üÂ×ªFªù,573.00,30,0 
1743,700i¥üÂ×ªQ¼w,566.00,2000,0,,1744,700i¥üÂ×ªQ¼w,569.00,2050,100 
1745,700i¥üÂ×ªQ¼w,570.00,3594,100,,1746,700i¥üÂ×ªQ¼w,571.00,2062,0 
1747,700i¥üÂ×ªQ¼w,572.00,230,1000,,1748,700i¥üÂ×ªQ¼w,573.00,40,0 
1749,700I¥üÂ×¥_°ª,566.00,8000,6000,,1750,700I¥üÂ×¥_°ª,569.00,15427,3000 
1751,700I¥üÂ×¥_°ª,570.00,15702,1000,,1752,700I¥üÂ×¥_°ª,571.00,11524,2080 
1753,700I¥üÂ×¥_°ª,572.00,2148,1100,,1754,700I¥üÂ×¥_°ª,573.00,69,60 
1755,700j¥üÂ×¤j¦w,566.00,2000,0,,1756,700j¥üÂ×¤j¦w,569.00,3350,0 
1757,700j¥üÂ×¤j¦w,570.00,2670,1200,,1758,700j¥üÂ×¤j¦w,571.00,210,2000 
1759,700j¥üÂ×¤j¦w,572.00,870,0,,1760,700j¥üÂ×¤j¦w,573.00,0,200 
1761,700J¥üÂ×¤½¯q,566.00,1000,1000,,1762,700J¥üÂ×¤½¯q,569.00,110,0 
1763,700J¥üÂ×¤½¯q,570.00,12149,0,,1764,700J¥üÂ×¤½¯q,571.00,8786,1500 
1765,700J¥üÂ×¤½¯q,572.00,2845,0,,1766,700J¥üÂ×¤½¯q,573.00,114,1000 
1767,700k¥üÂ×­ûªL,566.00,3000,1000,,1768,700k¥üÂ×­ûªL,569.00,14020,300 
1769,700k¥üÂ×­ûªL,570.00,8099,4000,,1770,700k¥üÂ×­ûªL,571.00,6502,42 
1771,700k¥üÂ×­ûªL,572.00,458,0,,1772,700k¥üÂ×­ûªL,573.00,30,0 
1773,700K¥üÂ×·sÀç,569.00,18,0,,1774,700K¥üÂ×·sÀç,570.00,17342,6000 
1775,700K¥üÂ×·sÀç,571.00,5890,34,,1776,700K¥üÂ×·sÀç,572.00,1399,2000 
1777,700K¥üÂ×·sÀç,573.00,21,0,,1778,700L¥üÂ×¤Ñ¥À,566.00,4000,1000 
1779,700L¥üÂ×¤Ñ¥À,569.00,4048,0,,1780,700L¥üÂ×¤Ñ¥À,570.00,10479,0 
1781,700L¥üÂ×¤Ñ¥À,571.00,5490,0,,1782,700L¥üÂ×¤Ñ¥À,572.00,436,0 
1783,700L¥üÂ×¤Ñ¥À,573.00,40,0,,1784,700M¥üÂ×®ç¶é,566.00,3000,1000 
1785,700M¥üÂ×®ç¶é,569.00,1210,0,,1786,700M¥üÂ×®ç¶é,570.00,4041,200 
1787,700M¥üÂ×®ç¶é,571.00,7206,240,,1788,700M¥üÂ×®ç¶é,572.00,784,50 
1789,700M¥üÂ×®ç¶é,573.00,10,0,,1790,700N¥üÂ×®HáY,566.00,4000,0 
1791,700N¥üÂ×®HáY,569.00,2200,0,,1792,700N¥üÂ×®HáY,570.00,2490,0 
1793,700N¥üÂ×®HáY,571.00,2180,0,,1794,700N¥üÂ×®HáY,572.00,70,0 
1795,700p¥üÂ×´_¿³,566.00,1000,0,,1796,700p¥üÂ×´_¿³,569.00,2050,0 
1797,700p¥üÂ×´_¿³,570.00,11416,0,,1798,700p¥üÂ×´_¿³,571.00,1838,0 
1799,700p¥üÂ×´_¿³,572.00,58,0,,1800,700P¥üÂ×«n¨Ê,566.00,2000,0 
1801,700P¥üÂ×«n¨Ê,569.00,11030,0,,1802,700P¥üÂ×«n¨Ê,570.00,6726,5 
1803,700P¥üÂ×«n¨Ê,571.00,5440,1000,,1804,700P¥üÂ×«n¨Ê,572.00,41,0 
1805,700P¥üÂ×«n¨Ê,573.00,10,0,,1806,700q¥üÂ×¤º´ò,566.00,2000,1000 
1807,700q¥üÂ×¤º´ò,569.00,4010,0,,1808,700q¥üÂ×¤º´ò,570.00,10528,0 
1809,700q¥üÂ×¤º´ò,571.00,815,0,,1810,700q¥üÂ×¤º´ò,572.00,287,0 
1811,700q¥üÂ×¤º´ò,573.00,100,0,,1812,700r¥üÂ×Ä_¦¨,566.00,4000,0 
1813,700r¥üÂ×Ä_¦¨,569.00,6417,0,,1814,700r¥üÂ×Ä_¦¨,570.00,12840,500 
1815,700r¥üÂ×Ä_¦¨,571.00,4770,2000,,1816,700r¥üÂ×Ä_¦¨,572.00,2335,0 
1817,700r¥üÂ×Ä_¦¨,573.00,275,0,,1818,700R¥üÂ×¤p´ä,566.00,1000,0 
1819,700R¥üÂ×¤p´ä,569.00,4080,0,,1820,700R¥üÂ×¤p´ä,570.00,10227,0 
1821,700R¥üÂ×¤p´ä,571.00,1679,0,,1822,700R¥üÂ×¤p´ä,572.00,563,20 
1823,700R¥üÂ×¤p´ä,573.00,100,0,,1824,700s¥üÂ×©£¤s,566.00,2000,0 
1825,700s¥üÂ×©£¤s,569.00,130,0,,1826,700s¥üÂ×©£¤s,570.00,4946,0 
1827,700s¥üÂ×©£¤s,571.00,472,0,,1828,700s¥üÂ×©£¤s,572.00,202,0 
1829,700s¥üÂ×©£¤s,573.00,1,0,,1830,700S¥üÂ×¤j¦P,566.00,1000,2000 
1831,700S¥üÂ×¤j¦P,569.00,2300,0,,1832,700S¥üÂ×¤j¦P,570.00,7435,0 
1833,700S¥üÂ×¤j¦P,571.00,15595,100,,1834,700S¥üÂ×¤j¦P,572.00,1260,0 
1835,700S¥üÂ×¤j¦P,573.00,1000,0,,1836,700U¥üÂ×®çÅa,569.00,1060,0 
1837,700U¥üÂ×®çÅa,570.00,5960,1000,,1838,700U¥üÂ×®çÅa,571.00,6485,20 
1839,700U¥üÂ×®çÅa,572.00,360,1100,,1840,700U¥üÂ×®çÅa,573.00,150,0 
1841,700V¥üÂ×·s¦Ë,566.00,5000,0,,1842,700V¥üÂ×·s¦Ë,569.00,3440,0 
1843,700V¥üÂ×·s¦Ë,570.00,41318,3000,,1844,700V¥üÂ×·s¦Ë,571.00,33109,0 
1845,700V¥üÂ×·s¦Ë,572.00,6002,1000,,1846,700V¥üÂ×·s¦Ë,573.00,216,0 
1847,700w¥üÂ×·s²ø,566.00,2000,0,,1848,700w¥üÂ×·s²ø,569.00,1100,0 
1849,700w¥üÂ×·s²ø,570.00,18106,1000,,1850,700w¥üÂ×·s²ø,571.00,3795,100 
1851,700w¥üÂ×·s²ø,572.00,1270,0,,1852,700w¥üÂ×·s²ø,573.00,2100,0 
1853,700W¥üÂ×«°¤¤,566.00,3000,1000,,1854,700W¥üÂ×«°¤¤,569.00,3370,1000 
1855,700W¥üÂ×«°¤¤,570.00,9842,300,,1856,700W¥üÂ×«°¤¤,571.00,5325,200 
1857,700W¥üÂ×«°¤¤,572.00,308,0,,1858,700W¥üÂ×«°¤¤,573.00,1100,108 
1859,700X¥üÂ×¥Ã©M,566.00,1000,0,,1860,700X¥üÂ×¥Ã©M,569.00,1000,0 
1861,700X¥üÂ×¥Ã©M,570.00,4440,30,,1862,700X¥üÂ×¥Ã©M,571.00,776,34 
1863,700X¥üÂ×¥Ã©M,572.00,1212,0,,1864,700X¥üÂ×¥Ã©M,573.00,20,0 
1865,700Z¥üÂ×°ª¶¯,566.00,7000,0,,1866,700Z¥üÂ×°ª¶¯,569.00,2060,1000 
1867,700Z¥üÂ×°ª¶¯,570.00,19628,1000,,1868,700Z¥üÂ×°ª¶¯,571.00,8751,0 
1869,700Z¥üÂ×°ª¶¯,572.00,1547,0,,1870,700Z¥üÂ×°ª¶¯,573.00,20,0 
1871,7030­P    ©M,566.00,1000,0,,1872,7030­P    ©M,569.00,50,0 
1873,7030­P    ©M,570.00,11489,0,,1874,7030­P    ©M,571.00,539,0 
1875,7030­P    ©M,572.00,475,0,,1876,7030­P    ©M,573.00,127,0 
1877,7031­P©M¥x¥_,569.00,1000,0,,1878,7031­P©M¥x¥_,570.00,60,7000 
1879,7031­P©M¥x¥_,571.00,100,0,,1880,7031­P©M¥x¥_,572.00,50,0 
1881,7032­P©M¨Î¨½,566.00,2000,0,,1882,7032­P©M¨Î¨½,569.00,4000,0 
1883,7032­P©M¨Î¨½,570.00,4840,2200,,1884,7032­P©M¨Î¨½,571.00,1360,0 
1885,7032­P©M¨Î¨½,572.00,210,0,,1886,7032­P©M¨Î¨½,573.00,20,0 
1887,7033­P©M©²«e,566.00,2000,0,,1888,7033­P©M©²«e,569.00,1000,0 
1889,7033­P©M©²«e,570.00,350,50,,1890,7033­P©M©²«e,571.00,2060,0 
1891,7033­P©M©²«e,572.00,100,0,,1892,7034­P©Mª÷µØ,569.00,1090,0 
1893,7034­P©Mª÷µØ,570.00,3565,100,,1894,7034­P©Mª÷µØ,571.00,1573,200 
1895,7034­P©Mª÷µØ,572.00,1135,0,,1896,7035­P©MªFªù,566.00,3000,0 
1897,7035­P©MªFªù,570.00,3150,0,,1898,7035­P©MªFªù,571.00,1100,0 
1899,7036­P©M°ª¶¯,566.00,2000,0,,1900,7036­P©M°ª¶¯,570.00,6315,0 
1901,7036­P©M°ª¶¯,571.00,13050,0,,1902,7036­P©M°ª¶¯,572.00,35,0 
1903,7038­P©M«n¨Ê,569.00,1000,0,,1904,7038­P©M«n¨Ê,570.00,355,0 
1905,7038­P©M«n¨Ê,571.00,50,0,,1906,703B­P©M±R¼w,569.00,25,0 
1907,703B­P©M±R¼w,570.00,30993,2000,,1908,703B­P©M±R¼w,571.00,2374,2000 
1909,703B­P©M±R¼w,572.00,1550,0,,1910,7070Â×    ¹A,566.00,4000,0 
1911,7070Â×    ¹A,569.00,4010,0,,1912,7070Â×    ¹A,570.00,13211,0 
1913,7070Â×    ¹A,571.00,331,0,,1914,7070Â×    ¹A,572.00,1181,100 
1915,7080¥Û    ¾ô,570.00,3100,0,,1916,7080¥Û    ¾ô,571.00,2250,0 
1917,7750¥_    «°,566.00,5000,0,,1918,7750¥_    «°,569.00,4550,1000 
1919,7750¥_    «°,570.00,21864,0,,1920,7750¥_    «°,571.00,6510,0 
1921,7750¥_    «°,572.00,10500,0,,1922,7750¥_    «°,573.00,70,0 
1923,7790°ê²¼ºî¦X,566.00,7000,1000,,1924,7790°ê²¼ºî¦X,569.00,18105,0 
1925,7790°ê²¼ºî¦X,570.00,31509,1010,,1926,7790°ê²¼ºî¦X,571.00,5977,45300 
1927,7790°ê²¼ºî¦X,572.00,470,363,,1928,7790°ê²¼ºî¦X,573.00,100,0 
1929,7791°ê²¼¥xªF,566.00,0,2000,,1930,7791°ê²¼¥xªF,569.00,4350,2000 
1931,7791°ê²¼¥xªF,570.00,4929,0,,1932,7791°ê²¼¥xªF,571.00,5407,0 
1933,7791°ê²¼¥xªF,573.00,50,0,,1934,7792°ê²¼¥_§ë,566.00,4000,0 
1935,7792°ê²¼¥_§ë,569.00,2020,0,,1936,7792°ê²¼¥_§ë,570.00,5785,2000 
1937,7792°ê²¼¥_§ë,571.00,1395,0,,1938,7792°ê²¼¥_§ë,572.00,210,0 
1939,7795°ê²¼«n´ä,566.00,3000,16000,,1940,7795°ê²¼«n´ä,569.00,12010,0 
1941,7795°ê²¼«n´ä,570.00,5724,0,,1942,7795°ê²¼«n´ä,571.00,4180,0 
1943,7795°ê²¼«n´ä,572.00,2260,0,,1944,7795°ê²¼«n´ä,573.00,5,0 
1945,7797°ê²¼¤¤¥¿,569.00,2110,0,,1946,7797°ê²¼¤¤¥¿,570.00,1205,1000 
1947,7797°ê²¼¤¤¥¿,571.00,3490,3000,,1948,7797°ê²¼¤¤¥¿,572.00,166,2000 
1949,7797°ê²¼¤¤¥¿,573.00,0,60,,1950,7798°ê²¼¤ºÃc,566.00,3000,0 
1951,7798°ê²¼¤ºÃc,569.00,17,0,,1952,7798°ê²¼¤ºÃc,570.00,5975,0 
1953,7798°ê²¼¤ºÃc,571.00,5747,75,,1954,7798°ê²¼¤ºÃc,572.00,257,0 
1955,779c°ê²¼´°¥_,566.00,3000,0,,1956,779c°ê²¼´°¥_,569.00,6050,0 
1957,779c°ê²¼´°¥_,570.00,5935,6000,,1958,779c°ê²¼´°¥_,571.00,8907,0 
1959,779c°ê²¼´°¥_,572.00,4321,0,,1960,779D°ê²¼¥x«n,566.00,1000,0 
1961,779D°ê²¼¥x«n,569.00,2230,1000,,1962,779D°ê²¼¥x«n,570.00,21747,1050 
1963,779D°ê²¼¥x«n,571.00,7636,0,,1964,779D°ê²¼¥x«n,572.00,1562,1000 
1965,779D°ê²¼¥x«n,573.00,125,0,,1966,779e°ê²¼«n¬ì,566.00,2000,0 
1967,779e°ê²¼«n¬ì,569.00,1000,0,,1968,779e°ê²¼«n¬ì,570.00,9503,0 
1969,779e°ê²¼«n¬ì,571.00,5183,100,,1970,779e°ê²¼«n¬ì,572.00,896,5000 
1971,779e°ê²¼«n¬ì,573.00,100,0,,1972,779E°ê²¼«n®r,566.00,1000,0 
1973,779E°ê²¼«n®r,569.00,1210,0,,1974,779E°ê²¼«n®r,570.00,5682,1030 
1975,779E°ê²¼«n®r,571.00,5306,1000,,1976,779E°ê²¼«n®r,572.00,3171,0 
1977,779E°ê²¼«n®r,573.00,45,0,,1978,779G°ê²¼·s²ø,566.00,1000,0 
1979,779G°ê²¼·s²ø,569.00,1015,0,,1980,779G°ê²¼·s²ø,570.00,5416,0 
1981,779G°ê²¼·s²ø,571.00,1265,30,,1982,779G°ê²¼·s²ø,572.00,145,0 
1983,779H°ê²¼¹Å¸q,570.00,5510,0,,1984,779H°ê²¼¹Å¸q,571.00,2181,0 
1985,779H°ê²¼¹Å¸q,572.00,76,0,,1986,779j°ê²¼©M¥­,566.00,1000,0 
1987,779j°ê²¼©M¥­,569.00,5010,4000,,1988,779j°ê²¼©M¥­,570.00,4248,6000 
1989,779j°ê²¼©M¥­,571.00,2280,1000,,1990,779j°ê²¼©M¥­,572.00,220,0 
1991,779j°ê²¼©M¥­,573.00,50,0,,1992,779J°ê²¼¥_°ª,566.00,3000,0 
1993,779J°ê²¼¥_°ª,569.00,1000,2000,,1994,779J°ê²¼¥_°ª,570.00,7701,1000 
1995,779J°ê²¼¥_°ª,571.00,10212,10,,1996,779J°ê²¼¥_°ª,572.00,1203,0 
1997,779J°ê²¼¥_°ª,573.00,50,0,,1998,779m°ê²¼¤¤´ä,566.00,2000,0 
1999,779m°ê²¼¤¤´ä,570.00,2360,0,,2000,779m°ê²¼¤¤´ä,571.00,369,50 
2001,779m°ê²¼¤¤´ä,572.00,150,0,,2002,779n°ê²¼«n¨Ê,566.00,6000,1000 
2003,779n°ê²¼«n¨Ê,569.00,2000,5000,,2004,779n°ê²¼«n¨Ê,570.00,12505,0 
2005,779n°ê²¼«n¨Ê,571.00,11173,1000,,2006,779n°ê²¼«n¨Ê,572.00,1100,0 
2007,779P°ê²¼¤E¹©,566.00,7000,0,,2008,779P°ê²¼¤E¹©,569.00,2192,0 
2009,779P°ê²¼¤E¹©,570.00,29124,2000,,2010,779P°ê²¼¤E¹©,571.00,8616,2000 
2011,779P°ê²¼¤E¹©,572.00,1078,0,,2012,779P°ê²¼¤E¹©,573.00,2008,0 
2013,779r°ê²¼®ç¶é,569.00,2000,0,,2014,779r°ê²¼®ç¶é,570.00,3110,1015 
2015,779r°ê²¼®ç¶é,571.00,3200,10,,2016,779r°ê²¼®ç¶é,572.00,190,0 
2017,779u°ê²¼ªø«°,566.00,3000,0,,2018,779u°ê²¼ªø«°,569.00,12000,0 
2019,779u°ê²¼ªø«°,570.00,27582,20000,,2020,779u°ê²¼ªø«°,571.00,27278,0 
2021,779u°ê²¼ªø«°,572.00,110,0,,2022,779u°ê²¼ªø«°,573.00,50,0 
2023,779v°ê²¼¥x¤¤,566.00,3000,0,,2024,779v°ê²¼¥x¤¤,569.00,18000,999 
2025,779v°ê²¼¥x¤¤,570.00,3400,0,,2026,779v°ê²¼¥x¤¤,571.00,15835,0 
2027,779v°ê²¼¥x¤¤,572.00,300,10000,,2028,779v°ê²¼¥x¤¤,573.00,100,1000 
2029,779V°ê²¼¤Ñ²»,566.00,11000,0,,2030,779V°ê²¼¤Ñ²»,569.00,3080,0 
2031,779V°ê²¼¤Ñ²»,570.00,7229,0,,2032,779V°ê²¼¤Ñ²»,571.00,1838,100 
2033,779V°ê²¼¤Ñ²»,572.00,4035,1000,,2034,779V°ê²¼¤Ñ²»,573.00,105,0 
2035,779W°ê²¼¹ü¤Æ,566.00,1000,1000,,2036,779W°ê²¼¹ü¤Æ,569.00,1000,0 
2037,779W°ê²¼¹ü¤Æ,570.00,157,0,,2038,779W°ê²¼¹ü¤Æ,571.00,2400,0 
2039,779W°ê²¼¹ü¤Æ,573.00,0,50,,2040,779X°ê²¼¤¤©M,566.00,9000,0 
2041,779X°ê²¼¤¤©M,569.00,1016,0,,2042,779X°ê²¼¤¤©M,570.00,8407,0 
2043,779X°ê²¼¤¤©M,571.00,2106,0,,2044,779X°ê²¼¤¤©M,572.00,1475,0 
2045,779z°ê²¼³Õ·R,569.00,1000,0,,2046,779z°ê²¼³Õ·R,570.00,11670,0 
2047,779z°ê²¼³Õ·R,571.00,45985,30000,,2048,779z°ê²¼³Õ·R,572.00,220,0 
2049,779z°ê²¼³Õ·R,573.00,0,2000,,2050,779Z°ê²¼¦w©M,566.00,3000,2000 
2051,779Z°ê²¼¦w©M,569.00,7010,0,,2052,779Z°ê²¼¦w©M,570.00,12327,1000 
2053,779Z°ê²¼¦w©M,571.00,2785,40000,,2054,779Z°ê²¼¦w©M,572.00,1344,2000 
2055,779Z°ê²¼¦w©M,573.00,5010,0,,2056,8150¥x    ·s,566.00,31000,5000 
2057,8150¥x    ·s,569.00,45769,5050,,2058,8150¥x    ·s,570.00,147467,20845 
2059,8150¥x    ·s,571.00,106986,11750,,2060,8150¥x    ·s,572.00,15651,3337 
2061,8150¥x    ·s,573.00,7790,130,,2062,8151¥x·s«Ø¥_,566.00,4000,0 
2063,8151¥x·s«Ø¥_,569.00,8980,0,,2064,8151¥x·s«Ø¥_,570.00,20108,100 
2065,8151¥x·s«Ø¥_,571.00,4530,1170,,2066,8151¥x·s«Ø¥_,572.00,4195,0 
2067,8151¥x·s«Ø¥_,573.00,210,0,,2068,8152¥x·s·s²ø,566.00,1000,0 
2069,8152¥x·s·s²ø,569.00,3351,0,,2070,8152¥x·s·s²ø,570.00,17794,3008 
2071,8152¥x·s·s²ø,571.00,3205,4000,,2072,8152¥x·s·s²ø,572.00,1125,2000 
2073,8152¥x·s·s²ø,573.00,65,0,,2074,8156¥x·s¤T¥Á,566.00,9000,0 
2075,8156¥x·s¤T¥Á,569.00,6270,0,,2076,8156¥x·s¤T¥Á,570.00,24070,2618 
2077,8156¥x·s¤T¥Á,571.00,7864,1000,,2078,8156¥x·s¤T¥Á,572.00,1145,0 
2079,8156¥x·s¤T¥Á,573.00,60,0,,2080,8157¥x·s¥ª·£,566.00,2000,1000 
2081,8157¥x·s¥ª·£,569.00,4110,0,,2082,8157¥x·s¥ª·£,570.00,17898,2000 
2083,8157¥x·s¥ª·£,571.00,8669,1010,,2084,8157¥x·s¥ª·£,572.00,1766,0 
2085,8157¥x·s¥ª·£,573.00,670,0,,2086,8158¥x·sªQ¦¿,566.00,5000,0 
2087,8158¥x·sªQ¦¿,569.00,3173,0,,2088,8158¥x·sªQ¦¿,570.00,7330,2100 
2089,8158¥x·sªQ¦¿,571.00,3428,20,,2090,8158¥x·sªQ¦¿,572.00,26152,0 
2091,8158¥x·sªQ¦¿,573.00,121,0,,2092,8159¥x·s¥x«n,566.00,19000,1000 
2093,8159¥x·s¥x«n,569.00,8309,0,,2094,8159¥x·s¥x«n,570.00,17795,3000 
2095,8159¥x·s¥x«n,571.00,21071,257,,2096,8159¥x·s¥x«n,572.00,2940,1100 
2097,8159¥x·s¥x«n,573.00,565,200,,2098,815A¥x·s°ª¶¯,566.00,12000,0 
2099,815A¥x·s°ª¶¯,569.00,19271,1010,,2100,815A¥x·s°ª¶¯,570.00,39273,2000 
2101,815A¥x·s°ª¶¯,571.00,31011,702,,2102,815A¥x·s°ª¶¯,572.00,3956,0 
2103,815A¥x·s°ª¶¯,573.00,1537,0,,2104,815B¥x·s¥x¤¤,566.00,13000,1000 
2105,815B¥x·s¥x¤¤,569.00,13754,3100,,2106,815B¥x·s¥x¤¤,570.00,45443,3249 
2107,815B¥x·s¥x¤¤,571.00,29666,1120,,2108,815B¥x·s¥x¤¤,572.00,6857,561 
2109,815B¥x·s¥x¤¤,573.00,2118,106,,2110,815H¥x·s«ÌªF,566.00,2000,0 
2111,815H¥x·s«ÌªF,569.00,2359,0,,2112,815H¥x·s«ÌªF,570.00,3696,1000 
2113,815H¥x·s«ÌªF,571.00,2445,0,,2114,815H¥x·s«ÌªF,572.00,384,0 
2115,815H¥x·s«ÌªF,573.00,370,0,,2116,815S¥x·s¤¤Ãc,566.00,4000,0 
2117,815S¥x·s¤¤Ãc,569.00,1335,0,,2118,815S¥x·s¤¤Ãc,570.00,9062,0 
2119,815S¥x·s¤¤Ãc,571.00,2629,0,,2120,815S¥x·s¤¤Ãc,572.00,1953,50 
2121,815S¥x·s¤¤Ãc,573.00,150,0,,2122,815Y¥x·s·sÀç,566.00,1000,0 
2123,815Y¥x·s·sÀç,569.00,4410,1000,,2124,815Y¥x·s·sÀç,570.00,10999,20 
2125,815Y¥x·s·sÀç,571.00,6715,1000,,2126,815Y¥x·s·sÀç,572.00,1082,0 
2127,815Y¥x·s·sÀç,573.00,303,0,,2128,8380¦w    ®õ,566.00,3000,1000 
2129,8380¦w    ®õ,569.00,2130,2000,,2130,8380¦w    ®õ,570.00,11637,0 
2131,8380¦w    ®õ,571.00,5628,0,,2132,8380¦w    ®õ,572.00,325,0 
2133,8380¦w    ®õ,573.00,1065,100,,2134,8381¦w®õ¤jµo,569.00,1050,0 
2135,8381¦w®õ¤jµo,570.00,2550,1000,,2136,8381¦w®õ¤jµo,571.00,386,0 
2137,8381¦w®õ¤jµo,572.00,115,0,,2138,8381¦w®õ¤jµo,573.00,10,0 
2139,8382¦w®õ·£±ê,569.00,1100,6000,,2140,8382¦w®õ·£±ê,570.00,3293,0 
2141,8382¦w®õ·£±ê,571.00,151,0,,2142,8382¦w®õ·£±ê,572.00,240,0 
2143,8440¼¯®Ú¤j³q,566.00,836000,446000,,2144,8440¼¯®Ú¤j³q,569.00,80355,49000 
